id,name,level
AT-1,Burgenland,state
AT-2,Carinzia,state
AT-3,Bassa Austria,state
AT-5,Salisburgo,state
AT-6,Stiria,state
AT-7,Tirolo,state
AT-4,Alta Austria,state
AT-9,Vienna,state
AT-8,Vorarlberg,state
