id,name,level
EE-37,Харју,county
EE-44,Ида-Виру,county
EE-51,Харва,county
EE-49,Јигева,county
EE-59,Љаене-Виру,county
EE-57,Љаене,county
EE-67,Пјарну,county
EE-65,Пилва,county
EE-70,Рапла,county
EE-78,Тарту,county
EE-82,Валга,county
EE-84,Виљанди,county
EE-86,Виру,county
