id,name,level
GH-AH,Ashanti,region
GH-BA,Brong-Ahafo,region
GH-CP,Central,region
GH-AA,Gran Acra,region
GH-UE,Alta Oriental,region
GH-TV,Volta,region
GH-WP,Western,region
