id,name,level
LB-AK,Aakkar,province
LB-BH,Baalbek-Hermel,province
LB-BA,Beirut,province
LB-BI,Beqaa,province
LB-JL,Mount Lebanon Governorate,province
LB-AS,North Governorate,province
LB-JA,South Governorate,province
LB-NA,Nabatieh,province
