id,name,level
AE-AZ,Abu Z¸aby,emirate
AE-AJ,Ajman,emirate
AE-FU,Fujairah,emirate
AE-SH,Ash Shariqah,emirate
AE-DU,Dubayy,emirate
AE-RK,Ras al-Khaimah,emirate
AE-UQ,Umm al-Quwain,emirate
