id,name,level
BE-VAN,Antwerpen,province
BE-BRU,Region Brüssel-Hauptstadt,capital region
BE-VOV,Ostflandern,province
BE-VBR,Flämisch-Brabant,province
BE-VLI,Limburg,province
BE-WLG,Lüttich,province
BE-WLX,Luxemburg,province
BE-WAL,Wallonische Region,region
BE-WBR,Wallonisch-Brabant,province
BE-VWV,Westflandern,province
